title,link,mountain,upload_to,운해 여부,위치,전날 기온,전날 강수량,전날 습도,전날 기압,일출 기온,일출 풍속,일출 습도,일출 기압,일출 전운량,일교차
금일(1월 24일) 북한산 일출 후기입니다.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=218469&referrerAllArticles=true,['북한산'],20230124,0,서울,-6.9 ,0.0 ,47.0 ,1015.0 ,-13.4 ,4.4 ,63.0 ,1016.0 ,6.0 ,-6.5 
23일 설악산대청봉 일출 후기...,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=218362&referrerAllArticles=true,['설악산'],20230123,1,인제,-3.7 ,0.0 ,87.0 ,999.3 ,-4.0 ,0.7 ,85.0 ,998.2 ,2.0 ,-0.3 
"어제는 백운대 일출, 오늘은 서해바다 일몰입니다.^^",https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=217992&referrerAllArticles=true,[‘백운대’],20230121,0,서울,-7.7 ,0.0 ,53.0 ,1020.4 ,-9.5 ,1.5 ,63.0 ,1020.1 ,0.0 ,-1.8 
북한산 백운대 일출 입니다~,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=217703&referrerAllArticles=true,['북한산'],20230121,1,서울,-7.7 ,0.0 ,53.0 ,1020.4 ,-9.5 ,1.5 ,63.0 ,1020.1 ,0.0 ,-1.8 
지금이순간(일출사진),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=217676&referrerAllArticles=true,[‘지리산’],20230121,0,함양,-6.1 ,0.0 ,66.0 ,1011.4 ,-6.4 ,1.4 ,51.0 ,1011.4 ,0.0 ,-0.3 
금정산(일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=217561&referrerAllArticles=true,['금정산'],20230120,0,부산,2.8 ,0.0 ,56.0 ,1013.7 ,3.1 ,6.2 ,68.0 ,1012.3 ,0.0 ,0.3 
태백산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=216933&referrerAllArticles=true,['태백산'],20230118,0,태백,-5.7 ,0.0 ,69.0 ,937.1 ,-6.4 ,1.8 ,70.0 ,937.0 ,6.0 ,-0.7 
금일 덕유산 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=216411&referrerAllArticles=true,['덕유산'],20230116,1,금산,-3.5 ,0.0 ,70.0 ,1000.1 ,-3.6 ,1.4 ,69.0 ,1001.1 ,10.0 ,-0.1 
지금 이순간... 장터목대피소에서의 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=216324&referrerAllArticles=true,[‘지리산'],20230116,0,함양,-2.1 ,0.0 ,60.0 ,1001.7 ,-3.3 ,5.7 ,59.0 ,1002.5 ,10.0 ,-1.2 
지금 이 순간(미세먼지 속 멋진 일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214828&referrerAllArticles=true,[‘월악산'],20230110,0,제천,-6.4 ,0.0 ,95.0 ,994.9 ,-8.5 ,0.1 ,96.0 ,996.6 ,0.0 ,-2.1 
덕유산 동엽령에서 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214725&referrerAllArticles=true,['덕유산'],20230109,0,금산,-2.8 ,0.0 ,79.0 ,1003.2 ,-1.9 ,0.4 ,79.0 ,1001.6 ,0.0 ,0.9 
"지리산일출,모산재일출",https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214564&referrerAllArticles=true,['지리산'],20230108,1,함양,-2.3 ,0.0 ,75.0 ,1005.3 ,-4.5 ,1.2 ,83.0 ,1006.4 ,0.0 ,-2.2 
설악산 끝청에서 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214553&referrerAllArticles=true,['설악산'],20230108,1,인제,-6.8 ,0.0 ,94.0 ,998.5 ,-4.8 ,0.7 ,94.0 ,1000.1 ,9.0 ,2.0 
1.07 북한산 일출 산행.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214380&referrerAllArticles=true,['북한산'],20230107,0,서울,1.0 ,2.9 ,95.0 ,1003.6 ,2.0 ,2.9 ,98.0 ,1004.1 ,10.0 ,1.0 
지리산 천왕봉 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214375&referrerAllArticles=true,['지리산'],20230108,0,함양,-2.3 ,0.0 ,75.0 ,1005.3 ,-4.5 ,1.2 ,83.0 ,1006.4 ,0.0 ,-2.2 
(개인) 23년 1월 1일 황령산 일출산행 '소원을 말해봐!',https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214312&referrerAllArticles=true,['황령산'],20230101,0,부산,1.3 ,0.0 ,55.0 ,1019.3 ,0.8 ,1.9 ,56.0 ,1018.4 ,0.0 ,-0.5 
지리산 일출 산행 다녀 왔습니다.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=214115&referrerAllArticles=true,['지리산'],20230105,0,함양,-4.5 ,0.0 ,80.0 ,1012.5 ,-7.4 ,0.1 ,87.0 ,1012.4 ,10.0 ,-2.9 
설악산 오색방향 일출산행 다녀왔습니다!,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=4&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=213734&referrerAllArticles=true,['설악산'],20230105,1,인제,-10.4 ,0.0 ,80.0 ,1006.6 ,-12.2 ,0.0 ,82.0 ,1007.0 ,2.0 ,-1.8 
2023년 일출산행 (영남알프스),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=213476&referrerAllArticles=true,[‘영남알프스'],20230104,0,울산,-0.8 ,0.0 ,29.0 ,1016.7 ,-3.1 ,1.6 ,29.0 ,1017.8 ,0.0 ,-2.3 
23.1.1 금정산 등린이 일출산행?,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=213291&referrerAllArticles=true,['금정산'],20230101,0,부산,1.3 ,0.0 ,55.0 ,1019.3 ,0.8 ,1.9 ,56.0 ,1018.4 ,0.0 ,-0.5 
1/1일 무등산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=213188&referrerAllArticles=true,['무등산'],20230101,0,광주,-0.9 ,0.0 ,81.0 ,1022.9 ,-1.6 ,0.1 ,90.0 ,1021.5 ,2.0 ,-0.7 
일출 동백이 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=213083&referrerAllArticles=true,[‘불암산’],20230102,0,양평,-3.1 ,0.0 ,42.0 ,1027.7 ,-5.6 ,1.8 ,44.0 ,1027.8 ,0.0 ,-2.5 
1월 1일 월출산일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=213063&referrerAllArticles=true,['월출산'],20230101,0,강진,-3.0 ,0.0 ,86.0 ,1029.5 ,-3.7 ,0.9 ,91.0 ,1027.7 ,0.0 ,-0.7 
1.1일 소백산에서 일출보신분 계신가요??,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212995&referrerAllArticles=true,['소백산'],20230101,0,제천,-9.3 ,0.0 ,95.0 ,996.9 ,-5.7 ,0.3 ,95.0 ,995.5 ,9.0 ,3.6 
새해 첫날 태백산 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212969&referrerAllArticles=true,['태백산'],20230101,0,태백,-4.6 ,0.0 ,67.0 ,940.3 ,-3.6 ,0.7 ,65.0 ,938.7 ,0.0 ,1.0 
월악산 일출실패자 222,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212929&referrerAllArticles=true,['월악산'],20230102,0,제천,-5.0 ,0.0 ,46.0 ,997.6 ,-11.5 ,0.2 ,75.0 ,998.0 ,0.0 ,-6.5 
새해 첫 일출 보러 월악산. 새해복많이받으세요,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212908&referrerAllArticles=true,['월악산'],20230102,0,제천,-5.0 ,0.0 ,46.0 ,997.6 ,-11.5 ,0.2 ,75.0 ,998.0 ,0.0 ,-6.5 
지리산 천왕봉(2023.1.1) 새해일출입니다ㆍ,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212850&referrerAllArticles=true,['지리산'],20230101,0,함양,-2.5 ,0.0 ,69.0 ,1011.5 ,1.7 ,2.4 ,58.0 ,1010.0 ,2.0 ,4.2 
영알 가지산 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212842&referrerAllArticles=true,['가지산'],20230101,0,울산,2.4 ,0.0 ,47.0 ,1018.1 ,2.2 ,2.3 ,50.0 ,1017.2 ,0.0 ,-0.2 
첫 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212827&referrerAllArticles=true,[‘관악산'],20230101,1,수원,-4.6 ,0.0 ,94.0 ,1025.6 ,-5.3 ,0.4 ,98.0 ,1024.7 ,6.0 ,-0.7 
지리산 만복대 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212816&referrerAllArticles=true,['지리산'],20230101,0,함양,-2.5 ,0.0 ,69.0 ,1011.5 ,1.7 ,2.4 ,58.0 ,1010.0 ,2.0 ,4.2 
오늘 천마산일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212790&referrerAllArticles=true,['천마산'],20230101,0,파주,-3.8 ,0.0 ,90.0 ,1026.7 ,-7.0 ,0.8 ,95.0 ,1026.7 ,0.0 ,-3.2 
설악산 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212764&referrerAllArticles=true,['설악산'],20230101,1,인제,0.0 ,0.0 ,68.0 ,1003.4 ,-1.2 ,1.5 ,71.0 ,1003.2 ,2.0 ,-1.2 
(후기) 가지산 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212733&referrerAllArticles=true,['가지산'],20230101,1,울산,2.4 ,0.0 ,47.0 ,1018.1 ,2.2 ,2.3 ,50.0 ,1017.2 ,0.0 ,-0.2 
설악산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=5&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212726&referrerAllArticles=true,['설악산'],20230101,1,인제,0.0 ,0.0 ,68.0 ,1003.4 ,-1.2 ,1.5 ,71.0 ,1003.2 ,2.0 ,-1.2 
북한산 일출 경험 했습니다.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212713&referrerAllArticles=true,['북한산'],20230101,1,서울,0.9 ,0.0 ,72.0 ,1018.5 ,0.8 ,2.4 ,62.0 ,1018.1 ,7.0 ,-0.1 
일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212686&referrerAllArticles=true,[‘고헌산'],20230101,1,울산,2.4 ,0.0 ,47.0 ,1018.1 ,2.2 ,2.3 ,50.0 ,1017.2 ,0.0 ,-0.2 
수락산에서의 새해 일출!,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212672&referrerAllArticles=true,['수락산'],20230101,0,서울,0.9 ,0.0 ,72.0 ,1018.5 ,0.8 ,2.4 ,62.0 ,1018.1 ,7.0 ,-0.1 
지리산 천왕봉 새해 일출 보고 왔어요,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212665&referrerAllArticles=true,['지리산'],20230101,1,함양,-2.5 ,0.0 ,69.0 ,1011.5 ,1.7 ,2.4 ,58.0 ,1010.0 ,2.0 ,4.2 
지리산 천왕봉 새해 일출입니다,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212634&referrerAllArticles=true,['지리산'],20230101,1,함양,-2.5 ,0.0 ,69.0 ,1011.5 ,1.7 ,2.4 ,58.0 ,1010.0 ,2.0 ,4.2 
새해 복 많이 받으세요(관악산 일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212618&referrerAllArticles=true,['관악산'],20230101,0,수원,-4.6 ,0.0 ,94.0 ,1025.6 ,-5.3 ,0.4 ,98.0 ,1024.7 ,6.0 ,-0.7 
등린이 하루 빠른 설악산 일출 후기,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212399&referrerAllArticles=true,['설악산'],20221231,1,인제,-8.5 ,0.0 ,86.0 ,1005.8 ,-11.3 ,0.0 ,85.0 ,1005.7 ,0.0 ,-2.8 
소백산 연화봉 올해 마지막 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212398&referrerAllArticles=true,['소백산'],20221231,0,제천,-10.0 ,0.0 ,91.0 ,997.9 ,-12.8 ,0.5 ,93.0 ,997.8 ,7.0 ,-2.8 
일출산행 고민입니다 (설악산 vs 덕유산),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212389&referrerAllArticles=true,['덕유산'],20221231,0,인제,-8.5 ,0.0 ,86.0 ,1005.8 ,-11.3 ,0.0 ,85.0 ,1005.7 ,0.0 ,-2.8 
불암산 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=212285&referrerAllArticles=true,['불암산'],20221231,0,서울,-4.4 ,0.0 ,66.0 ,1021.0 ,-3.4 ,1.1 ,61.0 ,1020.3 ,8.0 ,1.0 
장장 5시간을 달려 내려간 월출산의 웅장한 일출과 순백 상고대의 향연,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=211781&referrerAllArticles=true,['월출산'],20221229,1,강진,0.1 ,0.0 ,70.0 ,1030.6 ,-3.6 ,0.7 ,88.0 ,1030.2 ,0.0 ,-3.7 
설악산컴플렉스,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=211433&referrerAllArticles=true,['설악산'],20221227,1,인제,-10.9 ,0.0 ,90.0 ,1003.7 ,-12.7 ,,88.0 ,1004.5 ,0.0 ,-1.8 
지금 이순간 - 월출산 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=211264&referrerAllArticles=true,['월출산'],20221227,0,강진,0.0 ,0.0 ,78.0 ,1025.0 ,-1.2 ,0.5 ,84.0 ,1025.6 ,0.0 ,-1.2 
백운대 일출 다녀 왔습니다,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=210907&referrerAllArticles=true,[‘북한산'],20221225,0,서울,-8.5 ,0.0 ,65.0 ,1011.3 ,-9.2 ,0.8 ,73.0 ,1011.4 ,0.0 ,-0.7 
크리스마스 일출 보고왔습니다,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=210736&referrerAllArticles=true,[‘아차산’],20221225,0,서울,-8.5 ,0.0 ,65.0 ,1011.3 ,-9.2 ,0.8 ,73.0 ,1011.4 ,0.0 ,-0.7 
메리크리스마스 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=210730&referrerAllArticles=true,[‘북한산’],20221225,0,서울,-8.5 ,0.0 ,65.0 ,1011.3 ,-9.2 ,0.8 ,73.0 ,1011.4 ,0.0 ,-0.7 
첫번째글_파주 감악산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=210490&referrerAllArticles=true,['감악산'],20221224,0,파주,-16.0 ,0.0 ,79.0 ,1015.2 ,-17.8 ,0.0 ,85.0 ,1017.1 ,0.0 ,-1.8 
덕유산. 향적봉대피소. 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=209547&referrerAllArticles=true,['덕유산'],20221220,1,금산,-4.1 ,0.0 ,72.0 ,1006.4 ,-8.7 ,0.4 ,88.0 ,1007.1 ,0.0 ,-4.6 
추운날이지만 모두 최고의 하루 보내세요 - 감악산 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=209105&referrerAllArticles=true,['감악산'],20221219,0,파주,-14.9 ,0.0 ,81.0 ,1022.3 ,-16.3 ,0.2 ,84.0 ,1022.6 ,0.0 ,-1.4 
오늘도 일출 동백이 - 연천 감악산,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=6&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=208864&referrerAllArticles=true,['감악산'],20221218,0,파주,-13.4 ,0.0 ,70.0 ,1022.0 ,-15.6 ,0.8 ,70.0 ,1020.6 ,0.0 ,-2.2 
북한산 백운대 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=7&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=207254&referrerAllArticles=true,['북한산'],20221211,0,서울,2.0 ,0.0 ,56.0 ,1010.4 ,-1.1 ,0.6 ,63.0 ,1011.3 ,0.0 ,-3.1 
도봉산의 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=7&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=207155&referrerAllArticles=true,['도봉산'],20221211,0,서울,2.0 ,0.0 ,56.0 ,1010.4 ,-1.1 ,0.6 ,63.0 ,1011.3 ,0.0 ,-3.1 
도봉산일출(갈매기),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=7&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=207114&referrerAllArticles=true,['도봉산'],20221211,0,서울,2.0 ,0.0 ,56.0 ,1010.4 ,-1.1 ,0.6 ,63.0 ,1011.3 ,0.0 ,-3.1 
가야산 용기골-만물상 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=7&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=206234&referrerAllArticles=true,['가야산'],20221207,0,합천,0.1 ,0.0 ,84.0 ,1019.7 ,-1.8 ,0.0 ,86.0 ,1019.0 ,2.0 ,-1.9 
